age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_spend,online_spend_ratio,age_group,income_group,tech_adoption_score
45,61622,3.1,7,2.1,5,1,27,4,20916,43404,5,7,4,2,10,8,1,5,3,5,2,Male,Tier 3,Store,64320,0.3251865671641791,GenX,Lower-Mid,2.86
54,61665,1.6,5,3.4,8,8,45,9,90641,147347,8,8,4,1,2,1,9,3,5,6,6,Female,Tier 1,Store,237988,0.3808637410289594,Boomer,Lower-Mid,4.52
24,47274,1.6,4,3.6,7,6,2,3,4978,121583,8,8,2,6,5,3,8,10,3,7,3,Female,Tier 1,Store,126561,0.03933281184567126,GenZ,Low,3.96
21,157491,8.2,8,4.2,7,9,2,2,124271,109464,8,7,7,1,3,2,4,6,4,7,8,Male,Tier 3,Store,233735,0.5316747598776392,GenZ,Upper-Mid,7.32
54,123368,7.2,5,2.3,4,3,11,14,92231,60704,4,3,4,7,10,9,8,4,4,10,9,Female,Tier 3,Store,152935,0.6030732010331187,Boomer,Middle,4.74
73,161075,4.6,6,1.8,2,7,33,4,137743,145072,5,5,5,1,6,8,6,7,10,1,1,Female,Tier 1,Store,282815,0.48704276647278255,Silent,Upper-Mid,4.0
18,176938,5.2,4,2.4,10,2,35,15,107596,26772,2,8,5,5,6,1,8,9,2,3,6,Male,Tier 3,Store,134368,0.8007561324124791,GenZ,Upper-Mid,4.959999999999999
18,168060,6.7,2,1.8,3,5,7,14,112298,138712,2,3,2,1,9,4,8,10,6,9,10,Female,Tier 1,Store,251010,0.4473845663519382,GenZ,Upper-Mid,4.64
64,201966,4.6,12,2.5,9,1,8,15,43522,109159,3,8,3,6,4,7,2,5,2,8,7,Male,Tier 3,Store,152681,0.28505184011108126,Boomer,Upper-Mid,4.34
37,123563,4.4,7,3.0,4,5,34,8,45652,11416,10,4,2,8,3,3,8,1,9,6,6,Female,Tier 2,Online,57068,0.7999579449078292,GenX,Middle,4.16
36,236516,4.7,12,2.6,1,8,23,15,142467,90058,9,8,4,3,8,1,8,7,4,8,4,Other,Tier 3,Store,232525,0.6126954090957961,GenX,High,4.2
46,151746,4.5,2,2.3,10,10,23,17,106850,103785,3,0,3,9,10,3,3,3,10,5,1,Male,Tier 2,Store,210635,0.507275618961711,GenX,Middle,6.26
27,216610,6.1,11,3.3,4,3,34,15,54643,63050,2,4,3,4,2,2,5,4,3,7,2,Other,Tier 1,Store,117693,0.46428419702106327,Millennial,High,4.5
77,108103,9.3,12,4.7,8,6,10,3,44109,46343,6,0,1,8,9,1,3,1,4,2,4,Male,Tier 2,Store,90452,0.487650908769292,Silent,Lower-Mid,7.460000000000001
35,81446,4.0,7,1.6,8,4,5,16,29520,14724,4,0,5,2,5,7,8,10,9,4,5,Female,Tier 3,Store,44244,0.6672091131000814,Millennial,Lower-Mid,4.32
45,44072,5.9,7,2.9,10,8,24,10,104840,117274,10,4,6,1,4,2,2,4,1,3,5,Female,Tier 2,Store,222114,0.47200986880610857,GenX,Low,6.540000000000001
52,48717,6.9,1,2.3,10,2,0,14,25938,96370,6,9,2,6,2,3,1,4,8,10,9,Female,Tier 1,Store,122308,0.21207116460084377,Boomer,Low,5.62
60,233417,7.1,13,1.4,2,5,8,17,53882,37892,6,0,6,2,10,6,4,1,3,7,3,Female,Tier 3,Store,91774,0.5871161766949244,Boomer,High,4.52
64,172723,5.0,10,1.6,10,6,11,3,20653,5801,1,8,6,5,1,1,4,6,9,10,5,Female,Tier 2,Online,26454,0.7807136916912376,Boomer,Upper-Mid,5.5200000000000005
48,132202,7.2,10,2.0,4,8,12,14,122474,39821,2,9,2,8,8,10,10,5,10,5,5,Female,Tier 1,Store,162295,0.7546381589081611,GenX,Middle,5.68
44,190363,6.8,12,4.5,7,2,28,1,40974,12192,9,8,2,3,2,3,1,6,8,6,6,Female,Tier 3,Online,53166,0.7706805101004401,GenX,Upper-Mid,5.42
79,137389,5.1,3,3.7,8,9,45,6,133463,96678,2,0,4,8,4,9,3,9,4,10,10,Male,Tier 2,Store,230141,0.5799183978517517,Silent,Middle,6.18
28,124525,3.3,3,1.3,1,7,31,11,85650,127485,10,6,4,1,5,6,9,7,1,4,7,Male,Tier 3,Store,213135,0.4018579773383067,Millennial,Middle,3.18
66,209422,3.7,13,3.2,8,10,30,16,37340,136704,5,9,7,5,4,2,7,2,6,6,8,Female,Tier 2,Store,174044,0.21454344878306636,Silent,High,5.72
66,228092,7.5,13,1.2,1,4,25,8,107349,59802,6,5,1,1,7,10,10,5,4,2,1,Other,Tier 2,Store,167151,0.6422276863434858,Silent,High,4.24
55,19646,8.9,11,1.7,6,10,39,9,13614,23397,6,1,6,4,8,2,10,9,9,9,7,Other,Tier 2,Hybrid,37011,0.3678365891221529,Boomer,Low,7.1
22,54713,6.0,6,4.2,5,2,23,1,33170,71192,8,5,2,8,4,2,6,9,3,5,1,Female,Tier 1,Store,104362,0.3178359939441559,GenZ,Low,4.64
25,82936,8.8,11,5.1,10,8,14,6,134328,40361,4,0,3,8,10,5,3,5,4,4,8,Female,Tier 3,Store,174689,0.7689551145178002,GenZ,Lower-Mid,8.14
51,190403,5.9,3,0.0,7,2,41,17,61841,6195,5,7,5,4,2,9,10,7,6,4,2,Other,Tier 1,Online,68036,0.9089452642718561,Boomer,Upper-Mid,4.16
65,37185,3.7,12,2.5,6,2,5,5,102460,82702,2,4,4,1,2,3,7,8,4,2,6,Other,Tier 3,Store,185162,0.5533532798306348,Boomer,Low,3.5799999999999996
69,99263,5.6,9,3.0,10,9,28,18,81238,49217,9,6,3,7,2,5,9,2,3,3,4,Female,Tier 2,Store,130455,0.622728143804377,Silent,Lower-Mid,6.640000000000001
73,244728,9.0,5,2.1,1,4,30,16,91961,22382,8,9,1,7,3,10,8,3,10,9,7,Other,Tier 3,Hybrid,114343,0.8042556168720428,Silent,High,5.0200000000000005
29,67107,4.8,6,2.7,6,7,15,12,22899,138638,7,9,7,5,10,1,10,8,9,1,3,Female,Tier 1,Store,161537,0.1417569968490191,Millennial,Lower-Mid,5.0600000000000005
55,212626,5.7,6,2.0,3,10,9,3,52585,145353,6,1,6,8,2,4,5,1,3,1,6,Other,Tier 2,Store,197938,0.2656639957966636,Boomer,High,5.279999999999999
18,32563,8.4,8,3.3,6,4,44,14,46176,20055,5,6,2,10,4,7,9,3,3,6,4,Female,Tier 1,Online,66231,0.6971961770168048,GenZ,Low,6.0200000000000005
48,85729,8.2,10,2.1,7,5,39,1,143968,40082,6,8,1,5,2,2,8,2,10,5,6,Other,Tier 2,Store,184050,0.7822222222222223,GenX,Lower-Mid,6.1
21,30701,6.6,11,3.2,6,1,3,0,57013,76730,10,5,6,9,8,10,9,4,9,9,9,Male,Tier 3,Store,133743,0.4262877309466664,GenZ,Low,4.68
66,215144,7.1,3,3.8,9,10,28,15,29742,119652,2,3,3,2,6,9,6,10,9,5,1,Male,Tier 3,Store,149394,0.19908430057432025,Silent,High,7.4
62,194289,8.1,9,3.6,9,1,7,7,30021,37378,5,1,1,7,7,9,5,4,5,8,5,Male,Tier 2,Store,67399,0.44542203890265436,Boomer,Upper-Mid,5.96
67,190682,6.6,7,2.3,8,10,39,6,129771,59806,3,9,7,10,1,3,9,3,5,1,9,Male,Tier 2,Store,189577,0.6845292414164166,Silent,Upper-Mid,6.7
22,230494,8.6,11,0.0,5,10,10,4,37028,53182,1,8,7,2,8,10,7,9,8,4,1,Female,Tier 2,Store,90210,0.4104644717880501,GenZ,High,6.44
47,248195,7.3,13,3.1,10,3,0,19,595,89672,3,0,4,2,9,1,8,7,8,6,6,Female,Tier 1,Store,90267,0.006591556161166317,GenX,High,6.140000000000001
73,196203,5.7,6,0.6,3,6,42,1,93652,68212,7,5,3,9,3,2,10,5,9,2,10,Female,Tier 1,Store,161864,0.5785844906835368,Silent,Upper-Mid,4.2
41,143331,6.9,11,3.1,4,1,36,4,120918,136138,10,4,3,4,3,3,10,2,10,7,4,Male,Tier 2,Store,257056,0.4703955558321922,GenX,Middle,4.380000000000001
76,175482,5.2,1,3.0,10,4,22,9,9513,93680,1,3,5,2,3,6,8,6,4,2,9,Female,Tier 3,Store,103193,0.0921864855174285,Silent,Upper-Mid,5.4799999999999995
20,114280,4.1,4,2.2,8,9,29,13,69740,25872,2,7,5,1,6,10,4,3,9,8,5,Other,Tier 3,Online,95612,0.7294063506672802,GenZ,Middle,5.4799999999999995
28,204787,3.7,5,2.6,9,2,14,1,6189,54385,6,8,4,1,9,2,7,6,7,9,6,Male,Tier 1,Store,60574,0.10217254927856836,Millennial,High,4.2
62,53665,5.6,12,4.4,8,2,28,18,76954,49999,7,8,4,2,5,6,7,4,4,5,7,Male,Tier 3,Store,126953,0.6061613352973148,Boomer,Low,5.12
21,30957,6.6,2,4.2,10,2,23,4,127020,127341,9,3,7,4,7,7,9,7,7,8,10,Other,Tier 1,Store,254361,0.49936900704117376,GenZ,Low,5.88
43,194199,9.6,1,2.0,3,10,8,4,79701,30874,8,3,7,6,4,4,5,4,4,4,5,Female,Tier 3,Store,110575,0.7207867962921094,GenX,Upper-Mid,6.840000000000001
44,209661,6.8,2,0.0,7,10,42,4,27064,54779,8,5,4,8,10,5,6,1,2,3,3,Other,Tier 3,Store,81843,0.3306819153745586,GenX,High,6.12
63,61008,6.4,8,4.5,8,7,10,5,17858,118311,8,0,1,5,2,5,6,10,10,7,7,Other,Tier 2,Store,136169,0.13114585551777572,Boomer,Lower-Mid,6.459999999999999
71,76920,5.8,10,0.4,3,7,14,16,32651,37258,5,9,5,10,6,10,6,5,5,1,2,Other,Tier 2,Store,69909,0.46705002217168035,Silent,Lower-Mid,4.4
60,178947,5.3,6,2.6,1,6,43,13,44618,58053,7,1,3,7,3,6,1,10,3,7,4,Male,Tier 2,Store,102671,0.4345725667423128,Boomer,Upper-Mid,4.040000000000001
44,128828,6.3,10,2.4,7,2,45,3,142449,128679,5,7,2,7,9,10,9,5,4,8,6,Other,Tier 2,Store,271128,0.5253939098875807,GenX,Middle,4.8
59,138852,5.4,2,3.1,3,5,37,17,139201,93383,9,4,2,6,10,7,8,7,8,8,8,Female,Tier 3,Store,232584,0.5984977470505279,Boomer,Middle,4.380000000000001
68,147698,5.4,9,4.2,1,6,47,17,91343,96379,5,9,1,9,2,4,5,1,9,4,1,Male,Tier 2,Store,187722,0.4865865481936054,Silent,Middle,4.4
67,105815,7.6,8,2.6,7,6,25,10,91706,94869,6,8,2,9,4,9,4,5,4,4,3,Male,Tier 1,Store,186575,0.49152351601232747,Silent,Lower-Mid,6.16
23,209894,4.2,4,1.8,7,10,44,16,136506,148422,2,4,1,1,4,4,7,10,9,7,9,Female,Tier 1,Store,284928,0.47908945417789756,GenZ,High,5.4399999999999995
76,217837,5.5,11,2.9,4,6,36,13,99691,143843,1,7,4,4,3,8,1,7,2,7,4,Male,Tier 2,Store,243534,0.4093514663250306,Silent,High,4.779999999999999
78,218485,4.6,10,0.7,2,6,23,5,67902,53444,8,5,7,7,3,10,10,7,3,7,5,Female,Tier 2,Store,121346,0.5595734511232344,Silent,High,3.5799999999999996
32,179714,6.2,14,1.6,10,1,21,18,16046,107947,9,0,6,7,2,8,1,6,6,2,5,Male,Tier 1,Store,123993,0.12941053123966675,Millennial,Upper-Mid,5.0
70,53311,7.7,7,2.2,5,4,17,17,16974,125797,6,7,5,5,4,6,9,6,7,4,8,Male,Tier 2,Store,142771,0.11888969048336147,Silent,Low,5.319999999999999
47,47356,6.7,3,3.2,9,1,8,7,36519,104627,3,6,4,1,2,3,5,2,6,9,5,Male,Tier 3,Store,141146,0.25873209301007466,GenX,Low,5.319999999999999
59,18809,5.6,6,4.3,6,3,28,4,93563,78670,9,0,1,1,3,7,10,2,4,10,9,Male,Tier 3,Store,172233,0.5432350362590213,Boomer,Low,4.9
54,189443,7.9,3,3.9,10,2,31,15,113044,47173,1,8,7,10,3,10,8,3,1,6,1,Female,Tier 3,Store,160217,0.7055680733005861,Boomer,Upper-Mid,6.34
75,49875,7.8,10,3.7,9,2,11,12,19544,85108,6,1,3,9,9,8,9,1,2,2,5,Other,Tier 1,Store,104652,0.1867522837595077,Silent,Low,6.0600000000000005
78,24465,6.1,13,3.9,1,6,40,14,102581,133191,7,4,3,10,5,6,9,6,2,2,10,Other,Tier 3,Store,235772,0.4350855911643452,Silent,Low,4.619999999999999
54,212167,9.2,3,3.3,2,1,16,0,104681,119863,2,0,4,9,10,4,9,3,5,9,1,Other,Tier 1,Store,224544,0.46619370813738065,Boomer,High,4.9399999999999995
59,88844,6.8,13,2.6,6,4,24,0,130871,4763,5,7,2,2,8,5,5,8,1,10,5,Other,Tier 1,Online,135634,0.9648834363065308,Boomer,Lower-Mid,5.24
77,211322,6.8,12,1.2,3,9,13,1,65302,143760,9,2,6,3,7,2,4,2,5,7,1,Other,Tier 2,Store,209062,0.31235709980771253,Silent,High,5.36
54,101889,3.6,11,2.5,2,3,24,18,70102,101240,3,2,3,1,2,8,8,6,9,1,9,Male,Tier 3,Store,171342,0.4091349464813064,Boomer,Lower-Mid,2.94
52,30250,2.6,9,0.4,6,8,26,1,63014,64151,6,9,1,9,4,4,10,2,8,4,5,Other,Tier 3,Store,127165,0.49552943026776236,Boomer,Low,3.9199999999999995
40,61023,6.1,6,1.8,7,9,12,15,17941,106681,3,1,2,8,6,4,10,4,6,4,5,Other,Tier 1,Store,124622,0.143963345155751,GenX,Lower-Mid,6.0
23,116350,8.0,8,2.6,4,2,36,1,84508,149871,8,5,1,10,8,2,9,5,10,10,7,Female,Tier 2,Store,234379,0.3605613130869233,GenZ,Middle,4.92
21,192696,6.7,4,2.6,10,5,9,6,117511,19392,2,5,4,9,3,8,9,8,7,2,2,Male,Tier 3,Store,136903,0.8583522640117456,GenZ,Upper-Mid,6.2
35,31427,7.9,4,1.7,9,6,8,0,105541,33860,4,4,7,4,7,3,6,8,5,6,8,Other,Tier 1,Store,139401,0.7571036075781379,Millennial,Low,6.5
77,179348,5.2,8,0.3,3,5,12,0,118874,109201,8,0,2,9,8,4,8,5,10,7,2,Other,Tier 1,Store,228075,0.521205743724652,Silent,Upper-Mid,3.7399999999999998
26,86643,6.2,7,1.8,2,6,6,17,38542,70125,10,0,7,8,3,1,10,3,2,8,7,Other,Tier 3,Store,108667,0.3546798936199582,Millennial,Lower-Mid,4.4399999999999995
66,225084,6.0,5,2.2,5,5,13,17,138603,43967,7,4,3,3,2,4,8,2,5,9,2,Male,Tier 2,Store,182570,0.7591773018568221,Silent,High,4.84
46,149511,2.4,2,2.7,9,7,35,15,82492,59794,3,2,6,3,3,4,3,9,3,4,4,Male,Tier 1,Store,142286,0.5797618880283373,GenX,Middle,4.7
30,231920,9.6,6,3.4,1,5,39,0,93884,65924,10,7,3,10,8,7,2,2,9,1,1,Other,Tier 1,Store,159808,0.5874799759711654,Millennial,High,5.72
76,233403,8.4,1,2.1,6,5,4,11,146464,26030,5,8,5,7,4,8,7,2,2,9,10,Male,Tier 3,Store,172494,0.8490962004475519,Silent,High,5.98
64,93672,7.9,7,2.0,8,7,12,10,101741,10930,2,6,4,9,2,1,2,6,10,6,9,Male,Tier 3,Online,112671,0.9029918967613672,Boomer,Lower-Mid,6.56
79,225775,8.6,9,1.7,7,3,19,8,90193,32635,8,7,2,3,4,10,3,9,6,3,1,Male,Tier 2,Store,122828,0.7343032533298597,Silent,High,5.779999999999999
69,32300,5.1,5,2.4,6,10,27,9,128193,127628,1,3,5,4,3,3,4,10,4,6,1,Male,Tier 1,Store,255821,0.5011042877637097,Silent,Low,5.72
34,75289,7.6,5,3.7,3,7,14,10,90580,132990,5,6,7,1,3,1,6,8,7,1,7,Female,Tier 1,Store,223570,0.4051527485798631,Millennial,Lower-Mid,5.779999999999999
62,163254,5.1,12,1.1,9,8,38,12,149134,79245,2,1,1,8,3,1,6,4,6,8,2,Male,Tier 3,Store,228379,0.6530110036386884,Boomer,Upper-Mid,5.66
49,216579,6.3,7,0.0,5,5,20,11,36288,87441,2,1,4,8,7,3,10,10,4,2,7,Other,Tier 3,Store,123729,0.29328613340445653,GenX,High,4.5200000000000005
65,196984,2.5,5,2.8,1,4,16,5,4560,65713,1,0,6,4,5,2,9,2,1,4,4,Other,Tier 3,Store,70273,0.06488978697365987,Boomer,Upper-Mid,2.56
39,172981,5.7,10,4.0,9,2,5,13,124147,141437,10,6,3,7,5,8,10,5,5,1,4,Male,Tier 1,Store,265584,0.46744909331887463,GenX,Upper-Mid,5.279999999999999
21,34659,2.9,12,2.9,10,5,45,5,32698,5581,9,8,1,2,10,1,7,10,1,2,3,Female,Tier 3,Online,38279,0.8542020428955824,GenZ,Low,4.74
22,177475,3.5,12,1.2,9,6,45,11,95744,51383,5,0,1,6,1,8,1,4,7,8,9,Other,Tier 1,Store,147127,0.6507575088189116,GenZ,Upper-Mid,4.64
54,179658,5.9,4,2.4,1,9,24,17,103528,138584,3,4,1,2,3,9,9,2,4,5,4,Other,Tier 3,Store,242112,0.42760375363468145,Boomer,Upper-Mid,4.84
58,25360,4.6,1,2.6,7,6,9,19,99778,19971,7,4,1,2,5,8,6,2,8,7,6,Other,Tier 1,Store,119749,0.8332261647278891,Boomer,Low,4.96
66,36424,6.7,6,3.4,9,6,13,10,48006,84800,7,4,4,5,9,10,4,2,10,8,1,Female,Tier 3,Store,132806,0.3614746321702333,Silent,Low,6.359999999999999
30,113035,9.3,14,1.4,2,6,18,1,72365,29941,8,2,5,10,8,10,3,4,1,2,3,Female,Tier 2,Hybrid,102306,0.7073387680096964,Millennial,Middle,5.6
51,63791,4.8,9,4.5,10,8,10,11,637,87502,1,1,4,8,2,10,3,6,3,10,8,Female,Tier 1,Store,88139,0.007227220640125257,Boomer,Lower-Mid,6.42
62,149137,5.5,4,2.0,6,6,31,14,58828,148248,7,3,7,8,1,3,4,9,2,3,9,Other,Tier 2,Store,207076,0.2840889335316502,Boomer,Middle,5.0
39,214867,7.3,10,1.6,10,1,9,5,6694,28888,3,9,7,8,3,4,4,10,1,1,10,Male,Tier 2,Store,35582,0.18812882918329493,GenX,High,5.44
70,27300,4.7,11,2.9,1,1,46,4,48037,129828,9,1,7,1,3,8,7,8,2,4,5,Female,Tier 3,Store,177865,0.27007561914935485,Silent,Low,2.8600000000000003
76,48370,4.6,4,0.7,3,10,33,14,87882,109820,10,6,7,2,5,2,10,9,3,8,9,Other,Tier 1,Store,197702,0.4445175061456131,Silent,Low,4.58
40,215903,5.1,5,5.2,5,2,43,10,26290,66705,2,2,6,6,10,2,4,7,6,10,7,Male,Tier 3,Store,92995,0.2827033711489865,GenX,High,4.4799999999999995
68,42209,7.8,6,3.1,7,1,28,14,133478,137258,4,1,6,5,5,7,9,9,4,8,7,Male,Tier 3,Store,270736,0.49301902960817917,Silent,Low,5.340000000000001
20,247903,2.5,3,2.1,5,3,28,18,107715,5381,10,2,3,6,8,10,10,10,9,5,7,Male,Tier 1,Store,113096,0.9524209521114805,GenZ,High,3.02
59,35927,4.3,9,1.2,8,3,21,0,80681,117403,2,0,7,9,6,4,10,8,4,3,9,Female,Tier 3,Store,198084,0.407307001070253,Boomer,Low,4.16
51,49579,9.1,1,2.3,5,4,49,4,12374,136473,10,9,6,1,3,8,6,8,5,10,9,Female,Tier 1,Store,148847,0.08313234395049951,Boomer,Low,5.9
49,24032,1.0,11,3.8,6,6,13,3,27305,23082,4,6,2,7,9,1,1,2,3,7,3,Male,Tier 1,Store,50387,0.5419056502669339,GenX,Low,3.56
62,108254,5.7,6,2.0,2,10,1,8,137992,145139,5,4,3,3,3,5,3,6,1,7,4,Other,Tier 2,Store,283131,0.4873786339185748,Boomer,Lower-Mid,5.08
68,93413,9.1,6,1.5,5,7,11,5,44404,127432,3,6,2,9,5,9,10,6,4,3,9,Other,Tier 3,Store,171836,0.258409180846854,Silent,Lower-Mid,6.34
75,186803,9.8,8,3.4,7,9,21,10,50223,140818,8,2,3,8,3,6,8,3,1,6,7,Female,Tier 1,Store,191041,0.2628912118341089,Silent,Upper-Mid,7.8
66,128528,7.6,5,1.1,1,8,0,2,85514,98860,4,1,5,4,4,9,6,4,2,3,1,Male,Tier 2,Store,184374,0.46380726132751904,Silent,Middle,5.0600000000000005
38,238274,8.3,9,2.8,10,6,49,8,56937,49867,3,0,6,10,6,1,1,2,7,6,1,Female,Tier 1,Store,106804,0.5330980113104378,GenX,High,7.08
63,199839,4.1,9,3.0,9,9,11,10,25152,10561,9,5,6,6,1,2,5,9,8,8,6,Other,Tier 1,Hybrid,35713,0.7042813541287486,Boomer,Upper-Mid,5.84
61,138916,4.3,12,3.0,9,4,11,8,42048,90687,4,0,3,3,3,6,2,9,2,1,2,Other,Tier 2,Store,132735,0.316781557238106,Boomer,Middle,4.92
38,87302,9.4,2,3.1,8,6,3,0,86081,27301,2,5,2,5,10,5,1,10,2,8,2,Other,Tier 1,Store,113382,0.7592122206346686,GenX,Lower-Mid,7.18
61,196026,5.5,5,1.3,9,7,16,12,38465,27012,5,2,4,2,10,8,8,7,9,3,1,Other,Tier 3,Store,65477,0.5874581914259969,Boomer,Upper-Mid,5.66
28,234437,2.2,12,2.3,5,2,47,0,96895,69579,9,2,2,6,7,6,10,10,7,6,9,Male,Tier 2,Store,166474,0.5820428415248027,Millennial,High,2.7399999999999998
56,100757,6.8,7,2.2,7,1,18,17,4233,13469,9,5,6,2,10,3,3,6,5,8,10,Other,Tier 3,Store,17702,0.239125522539826,Boomer,Lower-Mid,4.76
21,171174,5.6,2,2.7,1,10,0,10,49441,100458,10,8,7,7,3,3,2,5,6,8,10,Male,Tier 3,Store,149899,0.32982875135924855,GenZ,Upper-Mid,4.9799999999999995
68,180505,6.2,7,0.2,7,8,16,14,139592,34253,2,9,5,3,10,6,10,6,3,8,4,Male,Tier 1,Store,173845,0.8029681612931059,Silent,Upper-Mid,5.52
18,30932,1.2,9,0.7,9,8,33,15,68963,124170,1,4,7,7,3,8,8,6,10,3,1,Male,Tier 2,Store,193133,0.357075176173932,GenZ,Low,4.02
45,40714,1.0,8,5.3,3,7,42,0,29922,113592,7,8,7,4,3,9,2,5,4,7,3,Other,Tier 3,Store,143514,0.20849533843388102,GenX,Low,3.46
41,72803,6.6,10,3.4,9,9,6,10,87953,145843,2,4,2,1,6,4,2,4,5,9,8,Other,Tier 2,Store,233796,0.37619548666358704,GenX,Lower-Mid,6.92
78,185815,5.4,9,2.2,5,9,32,5,31440,38939,6,2,1,9,10,3,5,6,5,8,7,Female,Tier 2,Store,70379,0.446724164878728,Silent,Upper-Mid,5.4
52,148624,5.1,14,2.6,9,3,5,11,59099,47565,10,5,2,5,1,8,10,7,3,5,7,Other,Tier 2,Store,106664,0.5540669766744168,Boomer,Middle,4.96
30,71627,6.8,4,5.1,8,1,5,18,147212,83148,10,6,2,4,3,6,10,8,5,8,10,Female,Tier 1,Store,230360,0.6390519187358916,Millennial,Lower-Mid,5.540000000000001
64,192059,4.4,8,0.1,7,9,31,0,140861,88645,3,7,3,4,5,1,10,5,8,8,6,Other,Tier 2,Store,229506,0.6137573745348706,Boomer,Upper-Mid,4.98
51,94810,5.5,9,2.6,10,1,27,1,110165,77327,4,7,3,7,7,9,9,4,10,1,2,Other,Tier 1,Store,187492,0.5875717363940861,Boomer,Lower-Mid,4.92
28,60380,5.1,10,2.1,6,1,36,19,144362,103087,4,5,7,2,8,10,4,9,8,5,8,Female,Tier 1,Store,247449,0.5834010240494001,Millennial,Low,3.8600000000000003
53,175322,7.8,12,4.1,2,5,28,11,64555,134543,3,4,7,9,6,5,4,8,1,2,1,Male,Tier 3,Store,199098,0.3242373102693146,Boomer,Upper-Mid,5.340000000000001
68,214416,2.2,2,3.2,7,2,42,0,48887,78731,7,9,4,6,10,1,9,4,8,9,7,Male,Tier 3,Store,127618,0.38307292074785687,Silent,High,3.3200000000000003
78,79686,4.7,10,5.3,2,2,29,6,25797,128345,10,3,1,6,8,6,8,5,1,1,8,Other,Tier 3,Store,154142,0.16735866927897652,Silent,Lower-Mid,3.7399999999999998
34,135321,8.2,3,3.6,6,5,21,9,28742,115850,6,3,6,2,5,8,6,7,3,7,9,Male,Tier 1,Store,144592,0.19878001549186677,Millennial,Middle,6.2
52,60028,4.3,1,1.9,6,7,4,15,64595,9157,8,9,4,4,1,3,5,2,1,2,10,Male,Tier 3,Online,73752,0.8758406551686734,Boomer,Low,4.7
77,161367,6.2,1,2.2,9,6,28,14,81408,115029,5,7,7,2,9,2,5,5,4,9,6,Male,Tier 2,Store,196437,0.41442294476091573,Silent,Upper-Mid,5.92
35,128141,9.3,10,3.4,10,5,1,8,28412,26032,1,6,1,8,9,7,1,7,4,9,1,Female,Tier 3,Store,54444,0.5218573212842553,Millennial,Middle,7.4
57,70248,6.3,6,4.4,4,3,9,13,121175,40054,5,3,2,8,3,6,5,9,8,10,1,Male,Tier 2,Store,161229,0.7515707471980847,Boomer,Lower-Mid,4.8
39,226277,10.3,1,1.6,9,9,45,3,108237,4442,7,5,1,4,3,6,6,2,3,2,3,Female,Tier 1,Online,112679,0.9605782798924378,GenX,High,8.040000000000001
74,25523,8.8,5,2.8,2,8,19,5,36143,48528,6,6,5,6,9,6,3,7,4,1,6,Other,Tier 2,Store,84671,0.426863979402629,Silent,Low,6.08
41,60530,4.7,14,0.0,5,3,17,14,136369,104265,2,5,2,8,6,3,10,3,3,2,9,Female,Tier 3,Store,240634,0.5667071153702303,GenX,Low,3.4799999999999995
75,28769,3.5,14,2.1,3,7,44,7,100049,142414,10,9,1,9,9,6,10,1,2,4,10,Female,Tier 3,Store,242463,0.4126361547947522,Silent,Low,3.8200000000000003
36,209114,4.8,6,4.7,6,3,34,9,86676,104795,2,7,1,5,9,1,8,8,1,5,4,Male,Tier 2,Store,191471,0.45268474077014276,GenX,High,4.66
54,127035,6.8,9,4.5,2,6,35,6,124884,59087,7,9,6,8,7,8,8,8,1,7,10,Other,Tier 3,Store,183971,0.6788243799294454,Boomer,Middle,5.220000000000001
56,190717,6.7,6,3.5,10,3,17,16,139569,84373,1,2,6,5,9,8,2,8,8,10,5,Male,Tier 1,Store,223942,0.6232372667922944,Boomer,Upper-Mid,5.9799999999999995
38,236815,7.3,14,4.8,9,8,11,12,11966,31822,1,9,3,5,4,4,4,7,7,5,1,Other,Tier 1,Store,43788,0.273271215858226,GenX,High,7.279999999999999
25,208214,4.1,4,2.2,4,3,49,7,36188,6280,2,8,1,3,3,2,5,4,3,9,10,Female,Tier 2,Online,42468,0.8521239521522087,GenZ,High,3.4799999999999995
45,246832,4.4,1,2.4,7,5,45,10,60618,110338,2,1,4,1,2,4,3,2,5,9,6,Other,Tier 3,Store,170956,0.35458246566367957,GenX,High,4.64
22,171629,7.1,6,2.1,5,3,24,0,146766,42496,9,4,5,5,3,7,1,3,1,9,3,Other,Tier 3,Store,189262,0.7754646997284188,GenZ,Upper-Mid,4.86
34,249799,10.0,7,3.4,8,8,35,5,86295,104727,1,6,3,6,9,6,9,10,6,10,5,Male,Tier 2,Store,191022,0.4517542482017778,Millennial,High,7.88
54,94782,3.8,5,6.0,4,10,41,5,30757,72702,5,8,2,9,3,5,10,4,5,1,4,Male,Tier 3,Store,103459,0.2972868479300979,Boomer,Lower-Mid,5.5200000000000005
53,93382,5.9,6,3.0,7,9,40,8,65569,70980,5,3,7,7,5,6,8,3,5,1,5,Female,Tier 1,Store,136549,0.48018659968216537,Boomer,Lower-Mid,6.16
